question_id,topic,difficulty,is_active,question_text,reference_law,reference_book,feedback,image,total_options,correct_option_indexes,option_1_text,option_1_is_correct,option_2_text,option_2_is_correct,option_3_text,option_3_is_correct,option_4_text,option_4_is_correct,option_5_text,option_5_is_correct,option_6_text,option_6_is_correct
35,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Cual es un buen  consejo para una conducción segura?,Riesgos del entorno vial,,"Un buen consejo para una conducción segura, que suele aparecer con frecuencia en los exámenes, es contar siempre con tiempo de sobra para conducir. Esto ayuda a evitar el estrés, las distracciones y la tentación de exceder los límites de velocidad. Otros consejos fundamentales incluyen:
Mantener la distancia de seguridad: Dejar espacio suficiente con el vehículo de adelante para reaccionar ante imprevistos.
Mirar lejos hacia adelante: No solo al auto que tienes frente a ti, sino a lo que ocurre más allá para anticipar situaciones.
Señalizar con anticipación: Avisar todas tus maniobras (giros, cambios de pista) usando las luces de giro.
Adaptar la velocidad: Ajustarla según las condiciones del clima (lluvia, niebla) y del tráfico.
",,4,4,Mantener el vehículo en buenas condiciones.,no,Respetar los limites de velocidad.,no,Evitar conducir de noche.,no,"Al conducir, contar siempre con tiempo de sobra para su viaje.",si,,,,
36,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,"Suponga que en una ocasión,

-Su distancia de reacción es de 10 metros
-Su distancia de frenado es de 8 metros
-Su distancia de frenado es 18 metros (reacción + frenado)  

¿Cual seria su distancia de reacción si sigue conduciendo en una calzada de iguales características y condiciones pero aumenta su velocidad al doble?",Distancia de reacción y frenado,,"Su distancia de reacción es constante ( multiplica x dos)
Su distancia de frenado se cuadriplica (multiplica x cuatro)

cuando usted aumenta al doble la velocidad.",,4,2,46 metros,no,52 metros,si,64 metros,no,78 metros,no,,,,
37,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,"¿Cual de estas afirmaciones es FALSA, cuando usted aumenta la velocidad de 30 km/h a 60 km/h?",Velocidad legal y segura,,,,4,1,Se duplica la energía cinética,si,Se cuadriplica la energía cinética,no,se duplica la distancia de reacción,no,se cuadriplica la distancia de frenado,no,,,,
38,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,El auto azul circula a 70 km/h y el rojo a 90 km/h. ¿ donde es mas probable que sus conductores estimen el punto en que se producirá el encuentro de ambos vehículos? - Multirespuesta.,Conducción responsable,,"Muchas veces se subestima la cercanía del vehículo contrario y el calculo inicial es que se encuentran en  un punto medio, sin embargo, el punto de encuentro será mas cercano al vehículo que viene a menor velocidad.  

Lo que indica que al momento de evaluar un adelantamiento hay que contar con observaciones de seguridad y conducción defensiva.",questions/P-38.png,4,"1, 4",El conductor del auto rojo estima que sera en el punto 3,si,El conductor del auto rojo estima que será en el punto 2,no,El conductor del auto azul estima que sera en el punto 1,no,El conductor del auto azul estima que será en el punto 3,si,,,,
39,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,¿Que distancia de detención recorrerá un tren que circula a 100km/h?,Distancia de reacción y frenado,,"Un tren que circula a 100 km/h recorrerá aproximadamente entre 800 y 1000 metros antes de detenerse por completo. A diferencia de un automóvil, un tren tiene una masa enorme y una adherencia limitada (metal sobre metal), lo que hace que su distancia de detención sea muchísimo mayor, equivalente a unas 10 cuadras o campos de fútbol.",,4,3,Aproximadamente 100 metros,no,Aproximadamente 200 metros,no,Entre 800 y 1000 metros,si,Mas de 2000 metros,no,,,,
40,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,¿Que es lo mas importante para evitar chocar al vehículo que va adelante?,Técnica de frenado,,"Lo más importante para evitar chocar al vehículo que va adelante es mantener una distancia de seguridad adecuada (o distancia de seguimiento).Esta distancia debe ser suficiente para que, en caso de que el vehículo de adelante frene bruscamente, tú tengas tiempo y espacio para reaccionar y detenerte sin colisionar.

Factores clave:
La regla de los 3 segundos: En condiciones normales, debes estar al menos a 3 segundos de distancia del auto de adelante.
Aumentar la distancia: Si el pavimento está mojado, hay neblina o vas a alta velocidad, esa distancia debe duplicarse o triplicarse.
Estar atento: Mantener una vigilancia constante sobre las luces de freno del vehículo precedente.
",,4,3,Asegurarse de que sus frenos sean eficiente.,no,Conducir a una velocidad constante.,no,Mantener una adecuada distancia de separación entre vehículos.,si,Tener neumáticos en muy buen estado.,no,,,,
41,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,"¿Usted va circulando 50 km/h a lo largo de un camino plano y de asfalto. las condiciones climáticas son buenas. sus frenos y neumáticos también están buenos. En estas circunstancias, detenerse le tomara aproximadamente.",Técnica de frenado,,"A) Distancia reacción=  ( (  Velocidad * 3 ) / 10)-2
Distancia frenado=   (velocidad * velocidad) / 180

Dr+Df.

Ajusta a la alternativa mas cercana.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
Debido a la multiplicidad de variables que influyen en la distancia de detención estas formulas son aproximadas.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              B)   A esa velocidad () y en condiciones óptimas, la pregunta suele pedir la distancia de detención total. Aquí tienes el cálculo estándar que se usa en los exámenes de conducir:
Distancia de Reacción: (Se multiplica la primera cifra de la velocidad por 3: ).
Distancia de Frenado: (Se multiplica la primera cifra por 5 y se divide por 2: ).
Distancia de Detención Total: DR + DF.
",,4,4,Unos 50 metros,no,Unos 15 metros,no,Unos 10 metros,no,Unos 30 metros,si,,,,
42,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"¿Cual es la mínima distancia de detención total en un asfalto seco, si usted viaje a 90 km/h?",Distancia de reacción y frenado,,La distancia de detención es igual a la suma de la distancia de reacción y la distancia de frenado.,,4,2,Unos 50 metros,no,Unos 70 metros,si,Unos 30 metros,no,Unos120 metros,no,,,,
43,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,"Usted conduce un vehículo con frenos y neumáticos en buenas condiciones. La superficie de calzada es seca. ¿Cual es la distancia aproximada de detención total, si usted va a 70 km/h",Técnica de frenado,,Detención total = Distancia de reacción + distancia de frenado,,4,3,Unos 15 metros,no,Unos 80 metros,no,Unos 45 metros,si,Unos 25 metros,no,,,,
44,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,Usted desea estacionar en bajada en una calle con pendiente pronunciada ¿Que debería hacer? -Multirespuesta.,Estacionamiento en pendiente,,"Para estacionar de forma segura en una bajada (pendiente pronunciada), debes realizar las siguientes acciones:
Girar las ruedas hacia la cuneta: Debes dejar las ruedas delanteras orientadas hacia la derecha (hacia el borde de la calzada o la acera), de modo que si el vehículo se mueve, la cuneta lo detenga.
Poner el freno de mano: Asegurarlo con firmeza.
Enganchar el motor: Dejar el vehículo en marcha atrás (reversa). Esto actúa como un bloqueo mecánico adicional para evitar que el auto ruede hacia adelante.
",,4,"3, 4",Estacionar detrás de otro auto.,no,Estacionar con dos ruedas sobre la acera.,no,Dejar el volante girado hacia la acera.,si,Dejar freno de mano puesto.,si,,,,
45,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,Usted esta descendiendo una pendiente muy larga. ¿Que debería hacer para ayudar a controlar la velocidad de su vehículo?,Mantenimiento general,,"Para controlar la velocidad en una pendiente larga y evitar que los frenos se sobrecalienten, lo más importante es seleccionar una marcha (cambio) baja. Esto activa el freno motor, permitiendo que la resistencia del motor mantenga el vehículo a una velocidad constante y controlada sin necesidad de pisar el pedal de freno continuamente. Otras recomendaciones clave:
No conducir en neutro: Nunca bajes una pendiente en punto muerto o con el embrague pisado, ya que pierdes el control del motor.
Frenado intermitente: Si necesitas usar el pedal, hazlo de forma breve y firme en lugar de mantenerlo presionado suavemente todo el tiempo.
",,4,2,Tomar el manubrio firmemente,no,Seleccionar una marcha baja,si,Seleccionar neutro,no,Presionar el pedal de embrague,no,,,,
46,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Usted esta virando hacia la derecha en un camino resbaladizo y las ruedas traseras de su vehículo resbalan hacia la izquierda. ¿Que debería hacer usted?,Reventón y adherencia,,Controlar guiando el volante hacia el sentido de la patinada.,,4,2,Frenar firmemente y no girar el manubrio.,no,Guiar cuidadosamente hacia la izquierda.,si,Usar el embrague y frenar firmemente,no,Girar hacia la derecha,no,,,,
47,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,Usted esta próximo a descender por una pendiente muy pronunciada. ¿Que debería hacer para controlar la velocidad de su vehículo?,Técnica de frenado,,"Para controlar la velocidad en una pendiente larga y evitar que los frenos se sobrecalienten, lo más importante es seleccionar una marcha (cambio) baja. Esto activa el freno motor, permitiendo que la resistencia del motor mantenga el vehículo a una velocidad constante y controlada sin necesidad de pisar el pedal de freno continuamente. Otras recomendaciones clave:
No conducir en neutro: Nunca bajes una pendiente en punto muerto o con el embrague pisado, ya que pierdes el control del motor.
Frenado intermitente: Si necesitas usar el pedal, hazlo de forma breve y firme en lugar de mantenerlo presionado suavemente todo el tiempo.
",,4,1,Seleccionar un cambio bajo y usar los frenos cuidadosamente.,si,Seleccionar un cambio alto y usar los frenos.,no,Seleccionar un cambio alto y usar los frenos firmemente.,no,Seleccionar un cambio bajo y evitar usar los frenos.,no,,,,
48,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,¿Cual seria la distancia de frenado que recorre su vehículo  a 90 km/h?,Fallas de frenos,,"La distancia de frenado es la que recorre su vehículo desde que se presiona el pedal de freno hasta que se detiene. A)  DF= ( ( (velocidad*velocidad)/180)-2)A una velocidad de , la distancia de frenado aproximada es de metros. Para calcularlo de forma rápida para el examen, puedes usar esta fórmula:
B) Toma la primera cifra de la velocidad ().
Multiplícala por sí misma ().
Divide el resultado por 2 ().
",,4,1,Unos 45 metros.,si,Unos 70 metros.,no,Unos 20 metros.,no,Unos 15 metros,no,,,,
49,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,¿Que debería hacer usted para corregir un coletazo de las ruedas traseras?,Reventón y adherencia,,"Para corregir un coletazo (sobreviraje) de las ruedas traseras, debes realizar estas tres acciones clave:
Girar el volante hacia el mismo lado del coletazo: Si la parte trasera se va hacia la derecha, gira el volante hacia la derecha (técnica conocida como contravolante).
No frenar: Pisar el freno transferiría el peso hacia adelante, dejando las ruedas traseras con menos agarre y empeorando el derrape.
No pisar el embrague: Necesitas que el motor mantenga la tracción para estabilizar el vehículo.
",,4,3,No girar el volante .,no,Girar el  volante hacia el lado opuesto de la patinada.,no,Girar el volante hacia el mismo lado que se desplaza la cola del vehículo.,si,Aplicar freno de mano.,no,,,,
50,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),2,si,¿Cuales variables influyen en la distancia de frenado?- Multirespuesta.-,Distancia de reacción y frenado,,"La distancia de frenado (el trayecto que recorre el vehículo desde que pisas el pedal hasta que se detiene) depende de varios factores críticos. Las variables principales son:
La velocidad: Es el factor más influyente; si la velocidad se duplica, la distancia de frenado aumenta cuatro veces.
El estado de la calzada: Si el pavimento está mojado, con hielo, aceite o gravilla suelta, la distancia aumenta significativamente.
El estado de los neumáticos: Un dibujo desgastado o una presión incorrecta reducen la adherencia.
El sistema de frenos: La eficacia de las pastillas, discos y el líquido de frenos determina la capacidad de detención.
La carga del vehículo: Un vehículo más pesado requiere más espacio para detenerse debido a la mayor inercia.
La pendiente del camino: Frenar en bajada requiere una distancia mayor que en un camino plano.

Nota importante: A diferencia de la distancia de reacción, la distancia de frenado no depende del conductor, sino puramente de la física, el vehículo y la vía.",,4,"1, 3, 4",La velocidad.,si,El alumbrado publico.,no,El estado de los neumáticos.,si,Las condiciones climáticas.,si,,,,
